State,Account Length,Area Code,Phone,IntlPlan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn
UT,162,408,398-1959,no,no,0,184.500.000,118,31.370.000,224.000.000,95,19.040.000,180.500.000,82,8.120.000,11.600.000,3,3.130.000,1,False.
NY,89,415,408-7015,no,no,0,89.500.000,66,15.220.000,179.300.000,104,15.240.000,225.100.000,116,10.130.000,12.300.000,1,3.320.000,3,False.
VA,94,415,384-9254,yes,no,0,235.600.000,131,40.050.000,194.800.000,107,16.560.000,170.600.000,93,7.680.000,8.600.000,4,2.320.000,1,False.
VT,129,408,355-9475,no,no,0,186.000.000,127,31.620.000,262.300.000,96,22.300.000,98.900.000,63,4.450.000,11.500.000,6,3.110.000,4,False.
SD,86,415,334-1337,no,no,0,223.900.000,75,38.060.000,155.700.000,109,13.230.000,150.200.000,143,6.760.000,7.300.000,9,1.970.000,1,False.
PA,96,510,359-1441,no,no,0,179.500.000,125,30.520.000,162.300.000,139,13.800.000,264.500.000,133,11.900.000,6.600.000,2,1.780.000,1,False.
ND,190,415,391-5442,no,no,0,169.400.000,102,28.800.000,253.500.000,113,21.550.000,197.100.000,93,8.870.000,8.900.000,5,2.400.000,1,False.
CT,80,408,374-1551,no,no,0,118.100.000,90,20.080.000,144.300.000,77,12.270.000,225.100.000,86,10.130.000,8.200.000,6,2.210.000,1,False.
SC,108,415,399-6233,no,no,0,112.000.000,105,19.040.000,193.700.000,110,16.460.000,208.900.000,93,9.400.000,4.100.000,4,1.110.000,4,True.
MI,97,408,337-4749,no,yes,32,168.400.000,129,28.630.000,225.900.000,97,19.200.000,191.800.000,95,8.630.000,8.500.000,7,2.300.000,0,False.
VT,84,415,403-5552,no,yes,42,214.300.000,112,36.430.000,188.200.000,107,16.000.000,333.500.000,117,15.010.000,11.300.000,10,3.050.000,0,False.
OH,65,415,405-3097,no,no,0,245.700.000,139,41.770.000,241.900.000,113,20.560.000,285.300.000,117,12.840.000,4.200.000,5,1.130.000,4,True.
VT,131,415,364-9240,no,yes,34,156.600.000,134,26.620.000,71.000.000,95,6.040.000,261.700.000,120,11.780.000,13.400.000,10,3.620.000,1,False.
IL,58,415,404-9348,yes,yes,43,142.800.000,96,24.280.000,272.300.000,100,23.150.000,193.400.000,105,8.700.000,8.900.000,4,2.400.000,1,False.
MO,36,415,336-1462,no,no,0,202.400.000,115,34.410.000,230.700.000,115,19.610.000,202.000.000,127,9.090.000,10.200.000,2,2.750.000,3,False.
WI,54,415,364-8981,no,no,0,116.800.000,119,19.860.000,123.100.000,123,10.460.000,217.500.000,101,9.790.000,12.000.000,2,3.240.000,1,False.
NJ,45,510,412-7606,no,no,0,155.700.000,110,26.470.000,260.300.000,103,22.130.000,192.200.000,98,8.650.000,11.000.000,1,2.970.000,1,False.
GA,125,415,380-6342,no,yes,39,236.100.000,107,40.140.000,289.200.000,110,24.580.000,175.400.000,107,7.890.000,9.100.000,4,2.460.000,2,False.
VT,72,415,418-3017,no,yes,21,138.100.000,113,23.480.000,260.100.000,83,22.110.000,135.400.000,118,6.090.000,8.200.000,2,2.210.000,2,False.
CT,141,408,367-3648,no,no,0,51.900.000,108,8.820.000,162.000.000,83,13.770.000,223.500.000,115,10.060.000,10.100.000,3,2.730.000,3,False.
AZ,113,510,341-5892,no,no,0,81.300.000,116,13.820.000,220.600.000,124,18.750.000,235.700.000,113,10.610.000,8.900.000,3,2.400.000,0,False.
SD,20,415,334-4678,no,yes,35,171.500.000,98,29.160.000,153.100.000,127,13.010.000,165.600.000,125,7.450.000,7.100.000,3,1.920.000,0,False.
CT,212,415,366-6751,no,no,0,126.000.000,96,21.420.000,144.300.000,80,12.270.000,302.800.000,102,13.630.000,7.600.000,3,2.050.000,1,False.
IN,99,415,397-8512,yes,no,0,197.200.000,127,33.520.000,156.000.000,92,13.260.000,204.100.000,99,9.180.000,9.900.000,6,2.670.000,4,False.
OH,94,510,367-9495,no,no,0,194.100.000,62,33.000.000,227.200.000,54,19.310.000,190.400.000,115,8.570.000,15.300.000,4,4.130.000,1,False.
NY,40,510,379-2991,no,no,0,115.700.000,105,19.670.000,127.800.000,113,10.860.000,107.500.000,91,4.840.000,9.300.000,6,2.510.000,1,False.
NE,86,510,356-4832,no,yes,29,157.200.000,118,26.720.000,196.300.000,136,16.690.000,226.700.000,109,10.200.000,8.400.000,5,2.270.000,3,False.
OK,101,415,413-4040,no,no,0,269.700.000,85,45.850.000,207.600.000,86,17.650.000,214.200.000,107,9.640.000,4.500.000,15,1.220.000,3,True.
NC,170,415,366-4444,no,no,0,246.400.000,107,41.890.000,228.100.000,124,19.390.000,166.400.000,95,7.490.000,9.100.000,8,2.460.000,0,False.
HI,105,510,394-3806,no,no,0,227.400.000,121,38.660.000,268.500.000,89,22.820.000,143.300.000,82,6.450.000,13.000.000,4,3.510.000,1,False.
UT,103,415,368-5647,no,no,0,189.800.000,110,32.270.000,115.500.000,83,9.820.000,191.300.000,103,8.610.000,12.200.000,4,3.290.000,0,False.
MD,140,415,412-1076,yes,yes,27,188.900.000,124,32.110.000,160.900.000,102,13.680.000,197.700.000,100,8.900.000,11.500.000,5,3.110.000,4,False.
VT,101,510,413-7655,no,no,0,0,0,0,192.100.000,119,16.330.000,168.800.000,95,7.600.000,7.200.000,4,1.940.000,1,False.
TX,98,408,371-2316,no,yes,19,110.500.000,87,18.790.000,227.800.000,97,19.360.000,243.600.000,84,10.960.000,11.000.000,4,2.970.000,1,False.
AZ,104,408,420-3346,no,no,0,167.600.000,116,28.490.000,219.200.000,112,18.630.000,215.900.000,94,9.720.000,11.700.000,2,3.160.000,4,False.
VA,115,415,367-3971,no,no,0,132.000.000,90,22.440.000,197.500.000,75,16.790.000,175.800.000,114,7.910.000,0,0,0,3,False.
WI,112,408,417-5813,no,no,0,167.800.000,88,28.530.000,247.900.000,81,21.070.000,155.100.000,108,6.980.000,11.900.000,4,3.210.000,0,False.
NE,70,415,421-8535,no,no,0,213.400.000,86,36.280.000,204.700.000,77,17.400.000,256.600.000,101,11.550.000,5.700.000,4,1.540.000,1,False.
KY,126,510,375-1721,no,no,0,175.400.000,120,29.820.000,98.300.000,71,8.360.000,201.900.000,93,9.090.000,10.600.000,1,2.860.000,0,False.
NV,87,510,331-8484,no,yes,39,82.600.000,113,14.040.000,224.400.000,63,19.070.000,163.600.000,88,7.360.000,9.500.000,1,2.570.000,3,False.
MT,125,510,366-5829,no,no,0,143.200.000,80,24.340.000,88.100.000,94,7.490.000,233.200.000,135,10.490.000,8.800.000,7,2.380.000,4,True.
MO,86,415,367-7906,no,no,0,125.500.000,139,21.340.000,269.800.000,93,22.930.000,235.800.000,110,10.610.000,8.900.000,8,2.400.000,1,False.
MS,73,415,412-2520,no,yes,31,82.300.000,105,13.990.000,256.100.000,91,21.770.000,229.600.000,98,10.330.000,11.800.000,2,3.190.000,6,True.
NM,232,408,386-9177,no,no,0,165.600.000,104,28.150.000,195.900.000,115,16.650.000,118.300.000,77,5.320.000,11.800.000,3,3.190.000,1,False.
NJ,1,415,420-6780,no,yes,30,183.100.000,95,31.130.000,232.600.000,110,19.770.000,248.300.000,110,11.170.000,8.400.000,2,2.270.000,0,False.
NH,133,408,401-1454,no,no,0,162.100.000,91,27.560.000,212.100.000,94,18.030.000,260.400.000,78,11.720.000,12.200.000,5,3.290.000,1,False.
NC,103,510,379-2508,no,no,0,166.600.000,84,28.320.000,192.400.000,91,16.350.000,167.900.000,115,7.560.000,7.700.000,6,2.080.000,1,False.
MT,131,415,353-3492,no,yes,24,135.900.000,60,23.100.000,233.200.000,78,19.820.000,210.600.000,121,9.480.000,9.400.000,4,2.540.000,1,False.
SD,95,408,406-4840,no,yes,20,165.700.000,78,28.170.000,215.600.000,94,18.330.000,243.300.000,91,10.950.000,9.800.000,6,2.650.000,0,False.
VA,182,415,391-7982,no,no,0,176.100.000,90,29.940.000,174.900.000,106,14.870.000,234.700.000,134,10.560.000,9.700.000,4,2.620.000,1,False.
LA,99,510,379-9821,no,no,0,142.300.000,89,24.190.000,204.500.000,95,17.380.000,203.100.000,114,9.140.000,9.100.000,1,2.460.000,0,False.
NV,27,510,398-7414,no,no,0,177.600.000,121,30.190.000,296.800.000,92,25.230.000,192.900.000,106,8.680.000,7.600.000,3,2.050.000,3,False.
AK,141,408,338-8566,no,no,0,83.200.000,74,14.140.000,190.600.000,104,16.200.000,150.500.000,79,6.770.000,10.700.000,7,2.890.000,1,False.
OH,29,415,397-3058,yes,yes,37,235.000.000,101,39.950.000,183.300.000,79,15.580.000,139.800.000,106,6.290.000,5.700.000,7,1.540.000,2,False.
NM,65,415,389-8096,no,no,0,105.700.000,95,17.970.000,141.800.000,100,12.050.000,180.500.000,105,8.120.000,6.600.000,12,1.780.000,2,False.
MI,81,415,393-6840,yes,no,0,149.400.000,68,25.400.000,171.900.000,98,14.610.000,214.500.000,97,9.650.000,17.900.000,3,4.830.000,3,True.
MN,37,415,360-7404,no,yes,20,264.700.000,81,45.000.000,216.500.000,110,18.400.000,210.700.000,102,9.480.000,10.400.000,7,2.810.000,0,False.
WY,107,510,411-5740,no,yes,31,160.300.000,45,27.250.000,221.500.000,70,18.830.000,261.600.000,109,11.770.000,5.600.000,1,1.510.000,1,False.
WY,127,415,412-3726,yes,yes,28,95.900.000,117,16.300.000,159.500.000,131,13.560.000,152.800.000,132,6.880.000,10.400.000,3,2.810.000,1,False.
WA,78,408,372-7326,no,no,0,140.700.000,77,23.920.000,195.200.000,114,16.590.000,252.900.000,107,11.380.000,11.700.000,5,3.160.000,0,False.
NM,55,510,338-9873,no,no,0,119.700.000,148,20.350.000,231.800.000,96,19.700.000,222.300.000,113,10.000.000,4.600.000,2,1.240.000,2,False.
VA,86,415,383-4322,no,yes,30,99.900.000,84,16.980.000,263.500.000,125,22.400.000,254.700.000,90,11.460.000,9.800.000,7,2.650.000,2,False.
RI,176,415,401-7654,no,no,0,250.900.000,108,42.650.000,171.400.000,100,14.570.000,148.600.000,85,6.690.000,9.600.000,6,2.590.000,2,False.
AL,96,415,410-5455,yes,no,0,200.600.000,117,34.100.000,289.500.000,120,24.610.000,98.300.000,95,4.420.000,11.200.000,5,3.020.000,2,False.
WV,11,510,419-4310,no,yes,38,209.800.000,130,35.670.000,196.600.000,84,16.710.000,233.000.000,79,10.490.000,7.000.000,7,1.890.000,1,False.
WV,48,415,367-2056,no,yes,34,198.000.000,70,33.660.000,273.700.000,121,23.260.000,217.900.000,71,9.810.000,7.600.000,4,2.050.000,1,False.
NJ,127,510,363-6695,no,no,0,239.800.000,107,40.770.000,128.900.000,121,10.960.000,249.900.000,110,11.250.000,11.300.000,5,3.050.000,1,False.
TN,63,415,374-6217,no,no,0,164.500.000,75,27.970.000,147.900.000,118,12.570.000,252.700.000,97,11.370.000,11.200.000,2,3.020.000,0,False.
MI,79,510,337-9569,no,no,0,220.900.000,107,37.550.000,192.200.000,97,16.340.000,161.000.000,74,7.250.000,12.200.000,2,3.290.000,1,False.
UT,47,408,350-9720,no,yes,37,112.800.000,150,19.180.000,243.900.000,97,20.730.000,178.700.000,112,8.040.000,13.200.000,6,3.560.000,2,False.
IL,89,415,380-4080,yes,yes,19,112.600.000,114,19.140.000,261.700.000,132,22.240.000,123.500.000,116,5.560.000,11.100.000,2,3.000.000,0,True.
MI,83,510,333-7460,no,yes,26,226.400.000,117,38.490.000,234.700.000,97,19.950.000,133.600.000,82,6.010.000,10.800.000,7,2.920.000,1,False.
WI,126,415,378-3722,yes,yes,34,244.900.000,118,41.630.000,219.600.000,105,18.670.000,210.800.000,136,9.490.000,9.700.000,6,2.620.000,4,False.
ND,60,510,353-9339,no,no,0,203.200.000,99,34.540.000,235.800.000,131,20.040.000,224.900.000,112,10.120.000,15.100.000,6,4.080.000,2,False.
VT,122,415,386-6535,no,no,0,136.700.000,115,23.240.000,243.100.000,137,20.660.000,188.900.000,110,8.500.000,8.600.000,4,2.320.000,0,False.
WA,136,408,403-5575,no,no,0,152.600.000,97,25.940.000,208.900.000,85,17.760.000,119.100.000,99,5.360.000,5.000.000,10,1.350.000,1,False.
NC,172,408,331-5962,no,yes,47,274.900.000,102,46.730.000,186.600.000,118,15.860.000,245.000.000,123,11.030.000,8.800.000,2,2.380.000,1,False.
ME,102,510,390-9627,no,no,0,195.700.000,116,33.270.000,209.100.000,87,17.770.000,201.100.000,73,9.050.000,8.300.000,3,2.240.000,1,True.
SD,113,415,406-4560,yes,no,0,204.300.000,82,34.730.000,188.800.000,115,16.050.000,139.400.000,97,6.270.000,9.200.000,7,2.480.000,1,False.
WV,79,415,359-6931,no,no,0,222.300.000,99,37.790.000,146.200.000,82,12.430.000,275.600.000,82,12.400.000,8.900.000,4,2.400.000,3,False.
ID,55,510,331-7342,no,yes,8,222.500.000,104,37.830.000,171.500.000,94,14.580.000,377.500.000,114,16.990.000,9.700.000,2,2.620.000,1,False.
LA,111,415,367-2227,no,yes,28,128.800.000,104,21.900.000,157.300.000,52,13.370.000,147.400.000,76,6.630.000,10.300.000,2,2.780.000,2,False.
GA,160,415,335-8836,no,no,0,174.300.000,105,29.630.000,171.300.000,107,14.560.000,220.800.000,131,9.940.000,8.300.000,2,2.240.000,0,False.
FL,110,415,398-6703,no,no,0,242.500.000,110,41.230.000,162.300.000,140,13.800.000,184.100.000,86,8.280.000,7.800.000,3,2.110.000,4,False.
CO,192,415,370-8379,no,no,0,221.600.000,101,37.670.000,285.200.000,50,24.240.000,167.400.000,83,7.530.000,12.700.000,6,3.430.000,4,False.
NV,93,408,335-3880,no,no,0,114.300.000,100,19.430.000,221.100.000,103,18.790.000,126.300.000,88,5.680.000,10.900.000,9,2.940.000,0,False.
IN,101,415,375-8761,no,yes,33,219.700.000,137,37.350.000,186.800.000,94,15.880.000,184.500.000,113,8.300.000,9.500.000,2,2.570.000,2,False.
VA,77,510,367-1398,no,no,0,144.900.000,136,24.630.000,151.300.000,115,12.860.000,252.400.000,73,11.360.000,12.300.000,3,3.320.000,2,False.
UT,105,415,395-7857,no,yes,40,236.500.000,111,40.210.000,117.000.000,110,9.950.000,221.100.000,115,9.950.000,8.100.000,3,2.190.000,2,False.
UT,133,408,398-8745,no,yes,44,174.000.000,80,29.580.000,209.400.000,113,17.800.000,224.100.000,87,10.080.000,14.100.000,7,3.810.000,2,True.
MO,131,408,386-3717,no,no,0,109.500.000,95,18.620.000,332.100.000,48,28.230.000,258.600.000,108,11.640.000,6.600.000,7,1.780.000,1,False.
CT,106,510,330-1175,no,yes,33,81.600.000,120,13.870.000,235.600.000,85,20.030.000,150.900.000,113,6.790.000,9.900.000,4,2.670.000,1,False.
HI,118,415,418-6752,no,no,0,133.400.000,113,22.680.000,121.000.000,92,10.290.000,254.700.000,129,11.460.000,5.900.000,4,1.590.000,1,False.
MD,125,408,349-6464,no,no,0,137.100.000,94,23.310.000,209.800.000,83,17.830.000,238.400.000,114,10.730.000,8.600.000,4,2.320.000,1,False.
VA,95,415,366-7331,no,no,0,197.000.000,88,33.490.000,190.400.000,68,16.180.000,211.900.000,104,9.540.000,16.100.000,8,4.350.000,0,False.
MT,80,415,361-8288,no,no,0,198.100.000,160,33.680.000,156.700.000,87,13.320.000,182.100.000,76,8.190.000,9.300.000,3,2.510.000,3,False.
SC,145,408,377-6635,no,no,0,39.500.000,78,6.720.000,264.300.000,106,22.470.000,185.800.000,90,8.360.000,10.000.000,6,2.700.000,0,False.
CO,37,408,408-1513,no,no,0,199.500.000,107,33.920.000,207.500.000,110,17.640.000,83.900.000,123,3.780.000,8.100.000,4,2.190.000,2,False.
ID,87,415,370-7546,no,no,0,156.800.000,93,26.660.000,215.800.000,68,18.340.000,223.300.000,77,10.050.000,7.600.000,6,2.050.000,1,False.
AL,69,415,389-4278,no,no,0,183.400.000,85,31.180.000,237.600.000,100,20.200.000,228.000.000,94,10.260.000,9.000.000,5,2.430.000,3,False.
CO,83,510,379-3012,no,no,0,132.400.000,120,22.510.000,121.600.000,101,10.340.000,197.700.000,84,8.900.000,8.600.000,2,2.320.000,1,False.
UT,195,415,355-3620,no,no,0,63.200.000,108,10.740.000,220.200.000,88,18.720.000,184.000.000,99,8.280.000,5.100.000,3,1.380.000,0,False.
DE,67,415,413-7743,yes,yes,35,181.100.000,59,30.790.000,215.900.000,116,18.350.000,216.300.000,106,9.730.000,16.900.000,4,4.560.000,0,True.
OH,75,510,372-2296,no,yes,27,117.500.000,102,19.980.000,206.800.000,127,17.580.000,194.400.000,114,8.750.000,4.200.000,7,1.130.000,3,False.
RI,123,415,333-9728,no,yes,27,218.700.000,79,37.180.000,163.400.000,78,13.890.000,173.800.000,116,7.820.000,15.000.000,1,4.050.000,0,False.
FL,41,415,415-6110,no,yes,41,207.300.000,95,35.240.000,137.300.000,120,11.670.000,115.700.000,74,5.210.000,5.900.000,3,1.590.000,1,False.
OH,75,415,340-9803,no,no,0,150.600.000,99,25.600.000,301.500.000,83,25.630.000,158.700.000,104,7.140.000,8.100.000,5,2.190.000,0,False.
MD,76,415,400-7002,yes,no,0,273.300.000,66,46.460.000,263.600.000,121,22.410.000,165.200.000,84,7.430.000,12.000.000,7,3.240.000,1,True.
IL,86,415,395-7435,yes,no,0,266.100.000,120,45.240.000,182.000.000,92,15.470.000,206.500.000,103,9.290.000,10.300.000,4,2.780.000,1,False.
PA,140,408,336-7143,no,no,0,112.800.000,89,19.180.000,156.700.000,65,13.320.000,249.600.000,85,11.230.000,16.300.000,6,4.400.000,0,False.
AZ,70,415,352-2175,no,no,0,104.700.000,112,17.800.000,82.200.000,104,6.990.000,169.400.000,110,7.620.000,15.800.000,7,4.270.000,3,False.
NH,121,510,346-6352,no,yes,35,193.800.000,62,32.950.000,197.600.000,97,16.800.000,218.800.000,95,9.850.000,5.900.000,4,1.590.000,0,False.
RI,112,415,405-7467,no,no,0,168.600.000,102,28.660.000,298.000.000,117,25.330.000,194.700.000,110,8.760.000,9.800.000,5,2.650.000,1,False.
HI,118,415,379-8526,no,no,0,253.200.000,122,43.040.000,201.000.000,78,17.090.000,195.300.000,108,8.790.000,9.700.000,7,2.620.000,2,False.
NJ,66,415,410-5713,no,yes,16,174.700.000,92,29.700.000,232.100.000,105,19.730.000,305.400.000,98,13.740.000,8.900.000,2,2.400.000,1,False.
WI,78,408,408-5916,no,no,0,87.000.000,102,14.790.000,193.600.000,64,16.460.000,205.800.000,120,9.260.000,11.000.000,5,2.970.000,0,False.
MD,129,415,370-5626,no,yes,34,204.500.000,79,34.770.000,132.800.000,113,11.290.000,190.100.000,117,8.550.000,14.800.000,9,4.000.000,2,False.
OR,6,408,408-1331,no,no,0,226.500.000,93,38.510.000,152.100.000,122,12.930.000,164.400.000,98,7.400.000,9.400.000,4,2.540.000,3,False.
NV,107,510,419-9688,yes,no,0,234.100.000,91,39.800.000,163.100.000,105,13.860.000,282.500.000,100,12.710.000,10.000.000,3,2.700.000,1,False.
AR,107,415,343-5219,yes,no,0,133.300.000,106,22.660.000,182.900.000,89,15.550.000,241.100.000,123,10.850.000,12.900.000,2,3.480.000,3,True.
MT,138,415,401-5586,no,no,0,133.900.000,87,22.760.000,166.400.000,110,14.140.000,193.500.000,139,8.710.000,15.400.000,3,4.160.000,1,False.
CT,103,510,377-9178,no,no,0,160.200.000,104,27.230.000,138.900.000,70,11.810.000,312.500.000,97,14.060.000,9.700.000,2,2.620.000,0,False.
UT,116,415,345-5639,no,yes,44,230.600.000,94,39.200.000,224.100.000,103,19.050.000,244.000.000,76,10.980.000,11.100.000,2,3.000.000,0,False.
GA,189,408,336-3488,no,no,0,227.400.000,84,38.660.000,176.000.000,81,14.960.000,206.100.000,120,9.270.000,6.300.000,4,1.700.000,2,False.
NV,161,415,414-6426,no,no,0,72.800.000,120,12.380.000,267.100.000,120,22.700.000,222.500.000,91,10.010.000,11.800.000,2,3.190.000,2,False.
TN,1,415,335-5591,no,no,0,196.100.000,107,33.340.000,296.500.000,82,25.200.000,211.500.000,91,9.520.000,7.000.000,2,1.890.000,1,False.
DE,89,408,421-9144,no,no,0,197.100.000,110,33.510.000,165.900.000,115,14.100.000,227.300.000,106,10.230.000,12.800.000,3,3.460.000,1,False.
NY,64,408,422-7728,no,no,0,219.600.000,126,37.330.000,303.300.000,100,25.780.000,154.500.000,65,6.950.000,9.700.000,5,2.620.000,1,False.
MT,126,415,344-3466,no,yes,30,153.400.000,90,26.080.000,151.400.000,97,12.870.000,153.800.000,97,6.920.000,12.800.000,4,3.460.000,4,True.
IA,129,415,398-7978,no,no,0,216.000.000,85,36.720.000,186.900.000,114,15.890.000,210.700.000,109,9.480.000,4.900.000,10,1.320.000,2,False.
VT,128,510,346-8368,no,yes,32,222.900.000,136,37.890.000,262.000.000,80,22.270.000,191.400.000,101,8.610.000,10.800.000,4,2.920.000,0,False.
LA,81,415,392-2722,no,yes,36,115.900.000,120,19.700.000,236.600.000,95,20.110.000,255.000.000,90,11.480.000,11.700.000,6,3.160.000,3,False.
MT,114,510,393-3274,no,no,0,189.800.000,101,32.270.000,147.700.000,80,12.550.000,172.700.000,121,7.770.000,10.600.000,5,2.860.000,1,False.
NH,50,408,339-4636,no,no,0,154.700.000,102,26.300.000,298.000.000,108,25.330.000,210.200.000,95,9.460.000,11.100.000,3,3.000.000,0,False.
WV,86,415,349-7138,no,no,0,136.400.000,104,23.190.000,202.500.000,110,17.210.000,230.700.000,86,10.380.000,11.500.000,1,3.110.000,3,False.
ID,96,408,363-3295,no,no,0,170.500.000,86,28.990.000,277.500.000,88,23.590.000,162.500.000,117,7.310.000,12.200.000,6,3.290.000,1,False.
AZ,72,510,407-9830,no,no,0,272.400.000,88,46.310.000,107.900.000,125,9.170.000,185.500.000,81,8.350.000,12.700.000,2,3.430.000,0,False.
SC,64,510,333-8822,no,yes,40,210.000.000,116,35.700.000,232.700.000,89,19.780.000,168.800.000,94,7.600.000,5.900.000,4,1.590.000,8,False.
WV,57,415,419-6418,yes,yes,17,236.500.000,94,40.210.000,163.100.000,94,13.860.000,236.700.000,117,10.650.000,12.200.000,3,3.290.000,2,False.
OH,65,510,351-8955,no,no,0,153.900.000,117,26.160.000,220.100.000,122,18.710.000,280.500.000,147,12.620.000,8.500.000,3,2.300.000,2,False.
MD,163,408,338-1840,no,no,0,223.000.000,120,37.910.000,227.000.000,98,19.300.000,188.300.000,125,8.470.000,8.800.000,5,2.380.000,1,False.
MD,136,415,336-6997,no,no,0,252.400.000,74,42.910.000,167.900.000,81,14.270.000,248.300.000,110,11.170.000,10.700.000,3,2.890.000,2,False.
MN,116,408,408-6266,no,no,0,197.900.000,84,33.640.000,168.100.000,113,14.290.000,239.800.000,145,10.790.000,12.000.000,6,3.240.000,1,False.
NE,93,408,332-4291,no,no,0,152.400.000,74,25.910.000,274.600.000,88,23.340.000,252.200.000,120,11.350.000,6.600.000,5,1.780.000,3,False.
MN,142,510,355-7895,no,yes,40,237.400.000,105,40.360.000,175.900.000,93,14.950.000,210.300.000,110,9.460.000,9.200.000,3,2.480.000,3,False.
NY,92,408,348-2916,no,no,0,265.600.000,82,45.150.000,180.700.000,75,15.360.000,211.100.000,113,9.500.000,8.600.000,2,2.320.000,1,False.
HI,70,415,339-8132,no,no,0,197.300.000,91,33.540.000,305.800.000,81,25.990.000,171.000.000,105,7.690.000,6.700.000,6,1.810.000,1,False.
MO,22,408,374-1684,no,yes,14,199.100.000,100,33.850.000,221.800.000,103,18.850.000,65.700.000,91,2.960.000,4.200.000,1,1.130.000,1,False.
NV,37,415,362-7604,no,no,0,233.700.000,114,39.730.000,207.900.000,109,17.670.000,212.700.000,101,9.570.000,12.000.000,2,3.240.000,2,False.
MA,51,415,389-3206,no,no,0,183.100.000,99,31.130.000,160.100.000,107,13.610.000,311.800.000,121,14.030.000,7.000.000,3,1.890.000,1,False.
NH,174,408,336-2829,no,no,0,139.400.000,96,23.700.000,143.400.000,108,12.190.000,225.200.000,107,10.130.000,10.000.000,5,2.700.000,2,False.
UT,68,415,403-8916,no,no,0,213.900.000,112,36.360.000,260.500.000,100,22.140.000,233.800.000,97,10.520.000,8.400.000,3,2.270.000,1,True.
FL,130,415,384-1135,no,no,0,207.100.000,70,35.210.000,200.100.000,115,17.010.000,194.200.000,100,8.740.000,12.400.000,2,3.350.000,1,False.
WA,104,415,390-2320,no,no,0,139.700.000,78,23.750.000,202.600.000,119,17.220.000,203.600.000,102,9.160.000,11.300.000,5,3.050.000,2,False.
CT,134,408,398-8578,no,no,0,177.200.000,91,30.120.000,228.700.000,105,19.440.000,194.300.000,113,8.740.000,8.900.000,3,2.400.000,2,False.
KY,108,415,393-9424,no,yes,35,169.800.000,136,28.870.000,173.700.000,101,14.760.000,214.600.000,105,9.660.000,9.500.000,7,2.570.000,2,False.
NM,103,415,417-6330,no,no,0,173.500.000,83,29.500.000,244.300.000,65,20.770.000,221.600.000,66,9.970.000,9.700.000,2,2.620.000,3,False.
ND,62,510,340-6339,no,no,0,159.900.000,100,27.180.000,172.200.000,99,14.640.000,263.200.000,109,11.840.000,5.600.000,4,1.510.000,1,False.
NV,162,415,380-6571,no,no,0,115.100.000,89,19.570.000,196.800.000,111,16.730.000,212.400.000,98,9.560.000,11.400.000,3,3.080.000,2,False.
CA,93,510,368-6488,no,yes,19,136.800.000,113,23.260.000,179.500.000,105,15.260.000,71.100.000,95,3.200.000,12.500.000,3,3.380.000,2,False.
ID,42,415,363-2193,no,no,0,92.200.000,108,15.670.000,211.200.000,120,17.950.000,129.100.000,73,5.810.000,13.100.000,6,3.540.000,1,False.
OK,155,415,328-1206,no,yes,23,243.900.000,112,41.460.000,133.000.000,106,11.310.000,213.700.000,123,9.620.000,13.400.000,11,3.620.000,2,False.
IA,36,510,385-3540,no,no,0,117.100.000,94,19.910.000,235.400.000,117,20.010.000,221.300.000,108,9.960.000,9.000.000,2,2.430.000,0,False.
OH,143,415,337-7167,no,no,0,223.300.000,99,37.960.000,167.100.000,128,14.200.000,203.000.000,84,9.140.000,4.500.000,4,1.220.000,0,True.
NJ,197,510,372-8405,no,no,0,154.800.000,111,26.320.000,171.500.000,102,14.580.000,227.300.000,86,10.230.000,10.600.000,2,2.860.000,3,False.
IA,81,510,377-1273,no,no,0,261.400.000,141,44.440.000,215.700.000,102,18.330.000,271.800.000,96,12.230.000,8.000.000,6,2.160.000,1,True.
DE,138,510,380-7816,yes,no,0,46.500.000,104,7.910.000,186.000.000,114,15.810.000,167.500.000,95,7.540.000,9.600.000,4,2.590.000,4,True.
CA,103,415,402-6744,no,yes,18,149.900.000,84,25.480.000,170.900.000,84,14.530.000,171.500.000,112,7.720.000,11.500.000,7,3.110.000,0,True.
WY,127,510,400-2181,yes,no,0,242.200.000,102,41.170.000,226.100.000,80,19.220.000,252.000.000,96,11.340.000,13.900.000,5,3.750.000,2,True.
OR,136,510,366-1613,no,no,0,259.400.000,99,44.100.000,172.700.000,125,14.680.000,293.700.000,78,13.220.000,10.700.000,6,2.890.000,1,True.
ME,99,415,347-8205,no,no,0,222.400.000,102,37.810.000,185.800.000,89,15.790.000,237.700.000,81,10.700.000,12.000.000,8,3.240.000,2,False.
AR,95,415,328-2982,no,no,0,69.400.000,79,11.800.000,190.800.000,109,16.220.000,219.900.000,102,9.900.000,8.900.000,5,2.400.000,0,False.
ME,118,408,384-8723,yes,yes,21,156.500.000,122,26.610.000,209.200.000,125,17.780.000,158.700.000,81,7.140.000,11.100.000,3,3.000.000,4,True.
WV,113,415,341-7686,no,no,0,61.200.000,111,10.400.000,92.300.000,88,7.850.000,197.400.000,114,8.880.000,13.700.000,3,3.700.000,5,True.
